lon_c,lat_c,depth,strike,dip,area_km2
-70.2,-26.200000000000003,56.17941725,8.11091883125,23.033558499999998,443.75928673582587
-70.2,-26.0,54.9335066875,7.3062508875,22.43295075,444.5187901149279
-70.2,-25.8,53.82591875,6.90052385625,21.789557,445.272877172854
-70.2,-25.6,52.769628624999996,7.093101725,21.178215,446.0215387212912
-70.2,-25.400000000000002,51.6792468125,7.72382369375,20.6547755,446.76476563803504
-70.2,-25.200000000000003,50.513096312500004,8.4590487125,20.2302165625,447.5025488670998
-70.2,-25.0,49.74871175,8.8592435,20.0018705,448.23487941882996
-70.0,-30.0,87.8874635,29.28883805,7.955730104999999,428.3123216983501
-70.0,-29.8,86.5006115,26.026377200000002,7.640907319999999,429.1729023165932
-70.0,-29.6,85.3026837,22.86088155,7.5174306049999995,430.0282535984603
-70.0,-29.400000000000002,84.24433984999999,19.94623355,7.682870435,430.87836512176597
-70.0,-29.200000000000003,83.27075794999999,17.42758245,8.199863305,431.72322652816956
-70.0,-29.0,82.329274,15.434031625,9.07218473,432.56282752330145
-70.0,-28.8,81.376,13.952616825000002,10.24162093,433.39715787688846
-70.0,-28.6,80.38134260000001,12.851263399999999,11.609792350000001,434.22620742287853
-70.0,-28.400000000000002,79.33191255,11.974360175,13.066263424999999,435.04996605956455
-70.0,-28.200000000000003,78.2303938,11.182994025000001,14.510300425,435.8684237497077
-70.0,-28.0,77.0942077,10.38627915,15.864076574999999,436.681570520659
-70.0,-27.8,75.948168,9.602628450000001,17.0755437,437.48939646448184
-70.0,-27.6,74.80765555,8.989703375000001,18.11085785,438.291891738072
-70.0,-27.400000000000002,73.65976775,8.7742535,18.9467501,439.0890465632779
-70.0,-27.200000000000003,72.45864915,9.095645274999999,19.5751156,439.88085122701943
-70.0,-27.0,71.1463579,9.85534775,20.011348,440.6672960814067
-70.0,-26.8,69.692511,10.6926454,20.284568,441.4483715438572
-70.0,-26.6,68.12641225,11.1565785,20.41403175,442.2240680972132
-70.0,-26.400000000000002,66.53322419999999,10.990512724999999,20.4038062,442.99437628985686
-70.0,-26.200000000000003,65.00995175,10.309859,20.26369775,443.75928673582587
-70.0,-26.0,63.61102985,9.518199925000001,20.02828625,444.5187901149279
-70.0,-25.8,62.32418524999999,9.024957,19.7553724,445.272877172854
-70.0,-25.6,61.09130785,8.992005825,19.5071084,446.0215387212912
-70.0,-25.400000000000002,59.8511228,9.300617525,19.3234007,446.76476563803504
-70.0,-25.200000000000003,58.5693312,9.711314725,19.206776350000002,447.5025488670998
-70.0,-25.0,57.74635980000001,9.93269,19.156914,448.23487941882996
-69.8,-30.0,89.9341134375,45.2455738125,5.450879275,428.3123216983501
-69.8,-29.8,88.545541375,40.46271725,5.14587189375,429.1729023165932
-69.8,-29.6,87.36320075,35.5316554375,4.839291375,430.0282535984603
-69.8,-29.400000000000002,86.3817873125,29.805360999999998,4.6524316625,430.87836512176597
-69.8,-29.200000000000003,85.58276125,23.47014425,4.715544175,431.72322652816956
-69.8,-29.0,84.9291084375,17.720817687500002,5.1042694937499995,432.56282752330145
-69.8,-28.8,84.3699556875,13.591453625,5.8077536375,433.39715787688846
-69.8,-28.6,83.8528244375,11.1296498125,6.7607614625,434.22620742287853
-69.8,-28.400000000000002,83.334697125,9.7874129375,7.88727981875,435.04996605956455
-69.8,-28.200000000000003,82.78873775,8.9893700125,9.1179582,435.8684237497077
-69.8,-28.0,82.2055366875,8.396279975,10.38849521875,436.681570520659
-69.8,-27.8,81.5844929375,7.98367395625,11.633288562499999,437.48939646448184
-69.8,-27.6,80.915184125,7.96435301875,12.78486875,438.291891738072
-69.8,-27.400000000000002,80.16134,8.56990396875,13.786984,439.0890465632779
-69.8,-27.200000000000003,79.26464849999999,9.8146748125,14.615907,439.88085122701943
-69.8,-27.0,78.172686,11.38825346875,15.2852920625,440.6672960814067
-69.8,-26.8,76.87491568749999,12.75774715625,15.82140890625,441.4483715438572
-69.8,-26.6,75.420865875,13.4433015,16.23562959375,442.2240680972132
-69.8,-26.400000000000002,73.9043366875,13.2875080625,16.5267913125,442.99437628985686
-69.8,-26.200000000000003,72.4208193125,12.52324259375,16.7039128125,443.75928673582587
-69.8,-26.0,71.025494,11.60272690625,16.798203,444.5187901149279
-69.8,-25.8,69.7185044375,10.9221814375,16.8555521875,445.272877172854
-69.8,-25.6,68.4623846875,10.6353593125,16.919677125,446.0215387212912
-69.8,-25.400000000000002,67.213007125,10.65956784375,17.0168166875,446.76476563803504
-69.8,-25.200000000000003,65.9420594375,10.8013934375,17.1516348125,447.5025488670998
-69.8,-25.0,65.1345095,10.86574725,17.250681,448.23487941882996
-69.60000000000001,-30.0,90.79494366666667,61.758631333333334,4.163056891666667,428.3123216983501
-69.60000000000001,-29.8,89.45187958333334,55.90529791666666,3.9392013083333333,429.1729023165932
-69.60000000000001,-29.6,88.28250883333334,50.50990625,3.5878462583333337,430.0282535984603
-69.60000000000001,-29.400000000000002,87.32103699999999,43.43145875,3.20269955,430.87836512176597
-69.60000000000001,-29.200000000000003,86.58453658333333,33.515833666666666,2.954016075,431.72322652816956
-69.60000000000001,-29.0,86.05622383333333,22.474011666666666,2.9927916166666666,432.56282752330145
-69.60000000000001,-28.8,85.688858,13.754121666666668,3.3494644499999997,433.39715787688846
-69.60000000000001,-28.6,85.42320074999999,8.689978733333334,3.961025133333333,434.22620742287853
-69.60000000000001,-28.400000000000002,85.20611708333333,6.2875243083333325,4.763897583333333,435.04996605956455
-69.60000000000001,-28.200000000000003,85.00032141666667,5.231667958333333,5.7199480750000005,435.8684237497077
-69.60000000000001,-28.0,84.78376583333333,4.804090258333333,6.7937830833333335,436.681570520659
-69.60000000000001,-27.8,84.5374575,4.913125533333333,7.930753116666668,437.48939646448184
-69.60000000000001,-27.6,84.2267625,5.777239616666667,9.057080483333333,438.291891738072
-69.60000000000001,-27.400000000000002,83.79163824999999,7.526698241666668,10.104288166666667,439.0890465632779
-69.60000000000001,-27.200000000000003,83.16008166666667,9.943284291666666,11.036066208333333,439.88085122701943
-69.60000000000001,-27.0,82.28140741666667,12.458637416666667,11.847233708333334,440.6672960814067
